datum,status_sportschool_model,corona_intensity,sportschool_gesloten,max_personen_per_ruimte,groepslessen_verboden
2021-07-29,Beperkt,1,0,,0
2021-07-30,Beperkt,1,0,,0
2021-07-31,Beperkt,1,0,,0
2021-08-01,Beperkt,1,0,,0
2021-08-02,Beperkt,1,0,,0
2021-08-03,Beperkt,1,0,,0
2021-08-04,Beperkt,1,0,,0
2021-08-05,Beperkt,1,0,,0
2021-08-06,Beperkt,1,0,,0
2021-08-07,Beperkt,1,0,,0
2021-08-08,Beperkt,1,0,,0
2021-08-09,Beperkt,1,0,,0
2021-08-10,Beperkt,1,0,,0
2021-08-11,Beperkt,1,0,,0
2021-08-12,Beperkt,1,0,,0
2021-08-13,Beperkt,1,0,,0
2021-08-14,Beperkt,1,0,,0
2021-08-15,Beperkt,1,0,,0
2021-08-16,Beperkt,1,0,,0
2021-08-17,Beperkt,1,0,,0
2021-08-18,Beperkt,1,0,,0
2021-08-19,Beperkt,1,0,,0
2021-08-20,Beperkt,1,0,,0
2021-08-21,Beperkt,1,0,,0
2021-08-22,Beperkt,1,0,,0
2021-08-23,Beperkt,1,0,,0
2021-08-24,Beperkt,1,0,,0
2021-08-25,Beperkt,1,0,,0
2021-08-26,Beperkt,1,0,,0
2021-08-27,Beperkt,1,0,,0
2021-08-28,Beperkt,1,0,,0
2021-08-29,Beperkt,1,0,,0
2021-08-30,Beperkt,1,0,,0
2021-08-31,Beperkt,1,0,,0
2021-09-01,Beperkt,1,0,,0
2021-09-02,Beperkt,1,0,,0
2021-09-03,Beperkt,1,0,,0
2021-09-04,Beperkt,1,0,,0
2021-09-05,Beperkt,1,0,,0
2021-09-06,Beperkt,1,0,,0
2021-09-07,Beperkt,1,0,,0
2021-09-08,Beperkt,1,0,,0
2021-09-09,Beperkt,1,0,,0
2021-09-10,Beperkt,1,0,,0
2021-09-11,Beperkt,1,0,,0
2021-09-12,Beperkt,1,0,,0
2021-09-13,Beperkt,1,0,,0
2021-09-14,Beperkt,1,0,,0
2021-09-15,Beperkt,1,0,,0
2021-09-16,Beperkt,1,0,,0
2021-09-17,Beperkt,1,0,,0
2021-09-18,Beperkt,1,0,,0
2021-09-19,Beperkt,1,0,,0
2021-09-20,Beperkt,1,0,,0
2021-09-21,Beperkt,1,0,,0
2021-09-22,Beperkt,1,0,,0
2021-09-23,Beperkt,1,0,,0
2021-09-24,Beperkt,1,0,,0
2021-09-25,Beperkt,1,0,,0
2021-09-26,Beperkt,1,0,,0
2021-09-27,Beperkt,1,0,,0
2021-09-28,Beperkt,1,0,,0
2021-09-29,Beperkt,1,0,,0
2021-09-30,Beperkt,1,0,,0
2021-10-01,Beperkt,1,0,,0
2021-10-02,Beperkt,1,0,,0
2021-10-03,Beperkt,1,0,,0
2021-10-04,Beperkt,1,0,,0
2021-10-05,Beperkt,1,0,,0
2021-10-06,Beperkt,1,0,,0
2021-10-07,Beperkt,1,0,,0
2021-10-08,Beperkt,1,0,,0
2021-10-09,Beperkt,1,0,,0
2021-10-10,Beperkt,1,0,,0
2021-10-11,Beperkt,1,0,,0
2021-10-12,Beperkt,1,0,,0
2021-10-13,Beperkt,1,0,,0
2021-10-14,Beperkt,1,0,,0
2021-10-15,Beperkt,1,0,,0
2021-10-16,Beperkt,1,0,,0
2021-10-17,Beperkt,1,0,,0
2021-10-18,Beperkt,1,0,,0
2021-10-19,Beperkt,1,0,,0
2021-10-20,Beperkt,1,0,,0
2021-10-21,Beperkt,1,0,,0
2021-10-22,Beperkt,1,0,,0
2021-10-23,Beperkt,1,0,,0
2021-10-24,Beperkt,1,0,,0
2021-10-25,Beperkt,1,0,,0
2021-10-26,Beperkt,1,0,,0
2021-10-27,Beperkt,1,0,,0
2021-10-28,Beperkt,1,0,,0
2021-10-29,Beperkt,1,0,,0
2021-10-30,Beperkt,1,0,,0
2021-10-31,Beperkt,1,0,,0
2021-11-01,Beperkt,1,0,,0
2021-11-02,Beperkt,1,0,,0
2021-11-03,Beperkt,1,0,,0
2021-11-04,Beperkt,1,0,,0
2021-11-05,Beperkt,1,0,,0
2021-11-06,Beperkt,1,0,,0
2021-11-07,Beperkt,1,0,,0
2021-11-08,Beperkt,1,0,,0
2021-11-09,Beperkt,1,0,,0
2021-11-10,Beperkt,1,0,,0
2021-11-11,Beperkt,1,0,,0
2021-11-12,Beperkt,1,0,,0
2021-11-13,Beperkt,1,0,,0
2021-11-14,Beperkt,1,0,,0
2021-11-15,Beperkt,1,0,,0
2021-11-16,Beperkt,1,0,,0
2021-11-17,Beperkt,1,0,,0
2021-11-18,Beperkt,1,0,,0
2021-11-19,Beperkt,1,0,,0
2021-11-20,Beperkt,1,0,,0
2021-11-21,Beperkt,1,0,,0
2021-11-22,Beperkt,1,0,,0
2021-11-23,Beperkt,1,0,,0
2021-11-24,Beperkt,1,0,,0
2021-11-25,Beperkt,1,0,,0
2021-11-26,Zeer beperkt,2,0,,0
2021-11-27,Zeer beperkt,2,0,,0
2021-11-28,Zeer beperkt,2,0,,0
2021-11-29,Zeer beperkt,2,0,,0
2021-11-30,Zeer beperkt,2,0,,0
2021-12-01,Zeer beperkt,2,0,,0
